InsCode,Asset_Name,Industry
24303422207378456,غالبر,محصولات غذايي و آشاميدني به جز قند و شكر
14957056743925737,خلنت,خودرو و ساخت قطعات
19040514831923530,نوري,محصولات شيميايي
32845891587040106,ثنوسا,انبوه سازي، املاك و مستغلات
70934270174405743,شخارك,محصولات شيميايي
12752224677923341,خريخت,خودرو و ساخت قطعات
23293437377896568,تاصيكو,استخراج کانه هاي فلزي
2328862017676109,وسپه,سرمايه گذاريها
67690708346979840,كماسه,استخراج ساير معادن
3823243780502959,رتكو,خدمات فني و مهندسي
34641719089573667,دتماد,مواد و محصولات دارويي
45050389997905274,وسينا,بانكها و موسسات اعتباري
63580313877463104,پاسا,لاستيك و پلاستيك
15039949673085566,پرديس,سرمايه گذاريها
46178280540110577,بفجر,عرضه برق، گاز، بخاروآب گرم
61332057061846617,دابور,مواد و محصولات دارويي
46348559193224090,فولاد,فلزات اساسي
40411537531154482,قصفها,قند و شكر
63380098535169030,قنيشا,قند و شكر
31024260997481994,غگرجي,محصولات غذايي و آشاميدني به جز قند و شكر
5454781314262062,وسخوز,سرمايه گذاريها
58358543014279572,وسلرستا,سرمايه گذاريها
21772258644715569,شغدير,محصولات شيميايي
61102694810476197,شپارس,محصولات شيميايي
18027801615184692,كچاد,استخراج کانه هاي فلزي
60451823714332895,دالبر,مواد و محصولات دارويي
12387472624849835,داسوه,مواد و محصولات دارويي
22299894048845903,غگل,محصولات غذايي و آشاميدني به جز قند و شكر
35424116338766901,حفارس,حمل ونقل، انبارداري و ارتباطات
47841327496247362,واعتبار,سرمايه گذاريها
30765727085936322,فجام,ساخت محصولات فلزي
43545527030854340,كوير,فلزات اساسي
5054819322815158,زمگسا,زراعت و خدمات وابسته
23837844039713715,كفرا,ساير محصولات كاني غيرفلزي
49353447565507376,كاذر,ساير محصولات كاني غيرفلزي
7711282667602555,شاراك,محصولات شيميايي
70474983732269112,دپارس,مواد و محصولات دارويي
59486059679335017,وپترو,محصولات شيميايي
57722642338781674,پلاسك,لاستيك و پلاستيك
60654872678917533,سقاين,سيمان، آهك و گچ
10120557300120078,پسهند,لاستيك و پلاستيك
14231831499205396,سنير,سيمان، آهك و گچ
18865325633315847,خاتم,صندوق سرمايه گذاري قابل معامله
53419976284977130,تصميم,صندوق سرمايه گذاري قابل معامله
41286608288791633,وبازار,صندوق سرمايه گذاري قابل معامله
22255783119783047,درازك,مواد و محصولات دارويي
22095803731225621,تيپيكو2,مواد و محصولات دارويي
44967158778304588,قثابت,قند و شكر
42599305106713939,زكوثر,زراعت و خدمات وابسته
25215182208950217,وهور,عرضه برق، گاز، بخاروآب گرم
917857106093847,حپارسا,حمل ونقل، انبارداري و ارتباطات
5564768007356822,حريل,حمل ونقل، انبارداري و ارتباطات
52382684379473036,دكپسول,مواد و محصولات دارويي
46741025610365786,سمگا,هتل و رستوران
15917865009187760,ماديرا,توليد محصولات كامپيوتري الكترونيكي ونوري
43951910415124966,وگستر,سرمايه گذاريها
31078457170311964,ولشرق,واسطه‌گري‌هاي مالي و پولي
8725363201030474,فگستر,فلزات اساسي
33629260529503413,بجهرم,عرضه برق، گاز، بخاروآب گرم
7628308021169118,بكهنوج,عرضه برق، گاز، بخاروآب گرم
4247709727327181,مفاخر,رايانه و فعاليت‌هاي وابسته به آن
62977319271289925,كي بي سي,مواد و محصولات دارويي
64973252728260903,وكبهمن,سرمايه گذاريها
24018878640527909,ميدكو,فلزات اساسي
28253678449273505,حخزر,حمل و نقل آبي
50002340308486819,تاپكيش,رايانه و فعاليت‌هاي وابسته به آن
50792786683910016,كرمان,انبوه سازي، املاك و مستغلات
42690477960659940,كشرق,استخراج زغال سنگ
28431095903407567,كاسپين,مواد و محصولات دارويي
27814844870305607,كيميا,فلزات اساسي
43716452378323683,فزرين,فلزات اساسي
4507558419857064,زماهان,زراعت و خدمات وابسته
14916489896692147,زملارد,زراعت و خدمات وابسته
58964593134314938,ومهان,سرمايه گذاريها
5599691633622269,بخاور,بيمه وصندوق بازنشستگي به جزتامين اجتماعي
5516102131364383,غمينو,محصولات غذايي و آشاميدني به جز قند و شكر
69847139870135237,اوان,اطلاعات و ارتباطات
6847536925606808,ومعلم,بيمه وصندوق بازنشستگي به جزتامين اجتماعي
53999651992586159,ثپرديس,انبوه سازي، املاك و مستغلات
50633804639547462,كمرجان,ساير محصولات كاني غيرفلزي
44013656953678055,شرانل,فراورده هاي نفتي، كك و سوخت هسته اي
35178706978554988,شپاس,فراورده هاي نفتي، كك و سوخت هسته اي
29078901176440068,شپاس2,فراورده هاي نفتي، كك و سوخت هسته اي
24452841359219021,شپاس4,فراورده هاي نفتي، كك و سوخت هسته اي
15726796686853780,ثعمرا,انبوه سازي، املاك و مستغلات
57300230097485720,غگيلا,محصولات غذايي و آشاميدني به جز قند و شكر
64843936383937546,غگلستا,محصولات غذايي و آشاميدني به جز قند و شكر
14312030900097668,غگلپا,محصولات غذايي و آشاميدني به جز قند و شكر
64619251116188373,بپيوند,عرضه برق، گاز، بخاروآب گرم
24785665268004766,وپويا,سرمايه گذاريها
3492952121304423,غديس,محصولات غذايي و آشاميدني به جز قند و شكر
66599109405217136,گكوثر,هتل و رستوران
12638840758449459,پخش,مواد و محصولات دارويي
53449700212786324,مارون,محصولات شيميايي
20926459161497908,ثتران,انبوه سازي، املاك و مستغلات
60247433951600827,شاوان,فراورده هاي نفتي، كك و سوخت هسته اي
33683240001985963,شراز,فراورده هاي نفتي، كك و سوخت هسته اي
13235547361447092,زاگرس,محصولات شيميايي
39439962587669459,زاگرس2,محصولات شيميايي
13243992182070788,درهآور,مواد و محصولات دارويي
6478064539164167,ريشمك,مواد و محصولات دارويي
68941822863885255,رافزا,رايانه و فعاليت‌هاي وابسته به آن
26547785441834730,زشريف,زراعت و خدمات وابسته
32347247706508046,ساوه,سيمان، آهك و گچ
114312662654155,وسپهر,سرمايه گذاريها
35948133957468680,سرچشمه,سرمايه گذاريها
611986653700161,سبزوا,سيمان، آهك و گچ
204092872752957,شصدف,محصولات شيميايي
33611155027418901,غشهداب,محصولات غذايي و آشاميدني به جز قند و شكر
16693610252404739,ثالوند,انبوه سازي، املاك و مستغلات
1625149423498289,حسينا,حمل ونقل، انبارداري و ارتباطات
43283802997035462,وسبحان,سرمايه گذاريها
29590002988360984,سپيدار,رايانه و فعاليت‌هاي وابسته به آن
45392752356003555,صبا,سرمايه گذاريها
64298008532791199,ساينا,محصولات شيميايي
22941065011246116,كپرور,استخراج زغال سنگ
53204330224889981,تبرك,محصولات غذايي و آشاميدني به جز قند و شكر
46772701938567445,اتكام,بيمه وصندوق بازنشستگي به جزتامين اجتماعي
41781090739318251,تليسه,زراعت و خدمات وابسته
54493234408301135,بنو,بيمه وصندوق بازنشستگي به جزتامين اجتماعي
37389789764168256,توريل,حمل ونقل، انبارداري و ارتباطات
28291104595448527,كزغال,استخراج زغال سنگ
5987841496184505,شگويا,محصولات شيميايي
38555056423456635,شتوكا,محصولات شيميايي
65671173927025645,كتوكا,ساير محصولات كاني غيرفلزي
3407806799514469,شاروم,محصولات شيميايي
37842793167868642,غويتا,محصولات غذايي و آشاميدني به جز قند و شكر
32784604551756178,پيزد,لاستيك و پلاستيك
29882244560576007,بزاگرس,عرضه برق، گاز، بخاروآب گرم
26259366519412975,زشگزا,زراعت و خدمات وابسته
18883380772506226,ثرود,انبوه سازي، املاك و مستغلات
9211775239375291,ذوب,فلزات اساسي
53892173815383358,تملي702,اوراق حق تقدم استفاده از تسهيلات مسكن
32982652838367432,تملي704,اوراق حق تقدم استفاده از تسهيلات مسكن
3826561665587230,تملي706,اوراق حق تقدم استفاده از تسهيلات مسكن
61506473958237003,تملي707,اوراق حق تقدم استفاده از تسهيلات مسكن
48043180063638654,تملي709,اوراق حق تقدم استفاده از تسهيلات مسكن
1200391996585610,تملي710,اوراق حق تقدم استفاده از تسهيلات مسكن
43319345548600453,تملي802,اوراق حق تقدم استفاده از تسهيلات مسكن
1778142796834142,تملي803,اوراق حق تقدم استفاده از تسهيلات مسكن
26622634572348721,تملي804,اوراق حق تقدم استفاده از تسهيلات مسكن
50689220001642146,تملي805,اوراق حق تقدم استفاده از تسهيلات مسكن
28533890681853700,تملي806,اوراق حق تقدم استفاده از تسهيلات مسكن
53866595272348310,تملي807,اوراق حق تقدم استفاده از تسهيلات مسكن
4312836939310355,تملي809,اوراق حق تقدم استفاده از تسهيلات مسكن
7863570390410066,تسه0001,اوراق حق تقدم استفاده از تسهيلات مسكن
8905255747609110,تسه0002,اوراق حق تقدم استفاده از تسهيلات مسكن
1831214548277647,تسه9803,اوراق حق تقدم استفاده از تسهيلات مسكن
66017397299787592,تسه9804,اوراق حق تقدم استفاده از تسهيلات مسكن
59800986739603675,شسم  - لغو پذیرش شده/عدم اظهار نظر,محصولات شيميايي
27361263980884014,وتعاون  - قانون احکام دائمی برنامه های توسعه کشور,بيمه وصندوق بازنشستگي به جزتامين اجتماعي
17284166795866794,واحيا  - قانون احکام دائمی برنامه های توسعه کشور,واسطه‌گري‌هاي مالي و پولي
9141577977527107,وايرا  - قانون احکام دائمی برنامه های توسعه کشور,سرمايه گذاريها
66830065858417081,ولانا  - قانون احکام دائمی برنامه های توسعه کشور,واسطه‌گري‌هاي مالي و پولي
59839275647597021,وثوق  - قانون احکام دائمی برنامه های توسعه کشور,واسطه‌گري‌هاي مالي و پولي
12303918642491681,زنجان  - قانون احکام دائمی برنامه های توسعه کشور,محصولات شيميايي
30731456862279964,تماوندح,فعاليتهاي كمكي به نهادهاي مالي واسط
48140614033470684,سباقر4  - قانون احکام دائمی برنامه های توسعه کشور,سيمان، آهك و گچ
27668158733246204,سپرمي  - لغو پذیرش شده/اظهارنظر مردود,ساير محصولات كاني غيرفلزي
48241092863917835,ولپارس,ساير واسطه گريهاي مالي
22086876724551482,بموتو,ماشين آلات و دستگاه‌هاي برقي
25336820825905643,ونيكي,شرکتهاي چند رشته اي صنعتي
62786156501584862,پاكشو,محصولات شيميايي
23441366113375722,پارسان,محصولات شيميايي
65122215875355555,شفن,محصولات شيميايي
7385624172574740,ورنا,خودرو و ساخت قطعات
34890845654517313,ساربيل,سيمان، آهك و گچ
15949743338644220,ساروم,سيمان، آهك و گچ
17528249960294496,وتوسم,سرمايه گذاريها
58873907630765023,امين,فعاليتهاي كمكي به نهادهاي مالي واسط
5920319552619760,كپشيرح,ساير محصولات كاني غيرفلزي
53251602435454519,كيان,صندوق سرمايه گذاري قابل معامله
51106317433079213,آسيا,بيمه وصندوق بازنشستگي به جزتامين اجتماعي
49641108336531623,انرژي3,فعاليتهاي كمكي به نهادهاي مالي واسط
4733285133017464,فخاس,فلزات اساسي
7395271748414592,وخارزم,سرمايه گذاريها
28957320033282870,چكاپا,محصولات كاغذي
5155287013753993,ومعادن2,استخراج کانه هاي فلزي
50341528161302545,كمنگنز,استخراج کانه هاي فلزي
17834623106317041,خنصير,خودرو و ساخت قطعات
56324206651661881,فنورد,فلزات اساسي
42387718866026650,غبشهر,محصولات غذايي و آشاميدني به جز قند و شكر
10568944722570445,سصفها,سيمان، آهك و گچ
20487994977117557,غشهد,محصولات غذايي و آشاميدني به جز قند و شكر
47749661205825616,سيستم,رايانه و فعاليت‌هاي وابسته به آن
19298748452450329,تايرا,ماشين آلات و تجهيزات
66240430785255272,ومعادنح,استخراج کانه هاي فلزي
66036975502302203,فيروزه,صندوق سرمايه گذاري قابل معامله
10795723506538053,فيروزا,صندوق سرمايه گذاري قابل معامله
67675656072510693,پالايش,صندوق سرمايه گذاري قابل معامله
64942549055019553,سرو,صندوق سرمايه گذاري قابل معامله
29884261753438378,ياقوت2,صندوق سرمايه گذاري قابل معامله
34757379158309424,صايپا2032,خودرو و ساخت قطعات
11773403764702778,وبيمه,سرمايه گذاريها
22087269603540841,وپست,بانكها و موسسات اعتباري
41302553376174581,فجر,فلزات اساسي
54419429862704331,فروس,فلزات اساسي
48623320733330408,فلوله,فلزات اساسي
67126881188552864,رمپنا,خدمات فني و مهندسي
37661500521100963,آبادا,عرضه برق، گاز، بخاروآب گرم
22560050433388046,تاپيكو,محصولات شيميايي
49188729526980541,شسپا,فراورده هاي نفتي، كك و سوخت هسته اي
10171945867136336,سيتا,سيمان، آهك و گچ
15472396110662150,سكرما,سيمان، آهك و گچ
65321970913593427,سكرد,سيمان، آهك و گچ
26997316501080743,سشرق,سيمان، آهك و گچ
19329344981290932,كارين2,صندوق سرمايه گذاري قابل معامله
15451317146134956,افق ملت,صندوق سرمايه گذاري قابل معامله
16959429956899455,شاملا,محصولات شيميايي
63363116407864462,لابسا,ماشين آلات و تجهيزات
23214828924506640,پكرمان,لاستيك و پلاستيك
14744445176220774,ثبهساز,انبوه سازي، املاك و مستغلات
33783140337377394,خچرخش,خودرو و ساخت قطعات
33603212156438463,دشيمي,مواد و محصولات دارويي
15259343650667588,قزوين,قند و شكر
41796741644273824,وملي,دباغي، پرداخت چرم و ساخت انواع پاپوش
65883838195688438,خودرو,خودرو و ساخت قطعات
19257295292088310,خكمك,خودرو و ساخت قطعات
41974758296041288,سخوز,سيمان، آهك و گچ
30231789123900526,نمرينو,منسوجات
3863538898378476,ثمسكن,انبوه سازي، املاك و مستغلات
57875847776839336,فنوال,فلزات اساسي
47302318535715632,ونوين,بانكها و موسسات اعتباري
30852391633490755,ثفارس,انبوه سازي، املاك و مستغلات
65774725600261203,وساشرقي,سرمايه گذاريها
5187018329202415,لپارس,ساخت دستگاه‌ها و وسايل ارتباطي
51617145873056483,شتران,فراورده هاي نفتي، كك و سوخت هسته اي
8977441217024425,فسپا,فلزات اساسي
4528607775462304,سفانو,سيمان، آهك و گچ
31791737198597563,غشان,محصولات غذايي و آشاميدني به جز قند و شكر
61506294208022391,غشصفا,محصولات غذايي و آشاميدني به جز قند و شكر
55897939403232751,لسرما,ماشين آلات و تجهيزات
37614886280396031,وساپا,سرمايه گذاريها
2944500421562364,وتوصا,سرمايه گذاريها
16056283141617755,كارين,صندوق سرمايه گذاري قابل معامله
18004480270695404,فمراد,فلزات اساسي
33541897671561960,واتي,سرمايه گذاريها
33293588228706998,وپارس,بانكها و موسسات اعتباري
8915450910866216,دزهراوي,مواد و محصولات دارويي
40808043719554948,فولاژ,فلزات اساسي
64358061873294912,چفيبر,محصولات چوبي
37631109616997982,قشهد,قند و شكر
22260326095996531,حتوكا,حمل ونقل، انبارداري و ارتباطات
9481703061634967,پارسيان,بيمه وصندوق بازنشستگي به جزتامين اجتماعي
69454539056549106,بشهاب,ماشين آلات و دستگاه‌هاي برقي
23086515493897579,ولغدر,ساير واسطه گريهاي مالي
22318795784160675,وسهمدا,سرمايه گذاريها
38568786927478796,شيراز,محصولات شيميايي
4470657233334072,سخاش,سيمان، آهك و گچ
4942127026063388,كاما,استخراج کانه هاي فلزي
26824673819862694,خبهمن,خودرو و ساخت قطعات
50247622569476338,بوعلي,محصولات شيميايي
60523145697836739,بورس,فعاليتهاي كمكي به نهادهاي مالي واسط
28320293733348826,وبصادر,بانكها و موسسات اعتباري
27308217070238237,شكربن,محصولات شيميايي
11432067920374603,دسينا,مواد و محصولات دارويي
43622578471330344,دسبحا,مواد و محصولات دارويي
29758477602878557,تيپيكو,مواد و محصولات دارويي
39116664428676213,شلعاب,محصولات شيميايي
6710089299473179,تسه9805,اوراق حق تقدم استفاده از تسهيلات مسكن
19422860143693289,تسه9806,اوراق حق تقدم استفاده از تسهيلات مسكن
38436612777305077,تسه9807,اوراق حق تقدم استفاده از تسهيلات مسكن
12089903491411130,تسه9808,اوراق حق تقدم استفاده از تسهيلات مسكن
52011547716040734,تسه9809,اوراق حق تقدم استفاده از تسهيلات مسكن
52699075188861283,تسه9810,اوراق حق تقدم استفاده از تسهيلات مسكن
3370493881245014,تسه9811,اوراق حق تقدم استفاده از تسهيلات مسكن
40907790180697910,تسه9812,اوراق حق تقدم استفاده از تسهيلات مسكن
68404094821755424,تسه9901,اوراق حق تقدم استفاده از تسهيلات مسكن
16406868012951979,تسه9902,اوراق حق تقدم استفاده از تسهيلات مسكن
40118769556907353,تسه9903,اوراق حق تقدم استفاده از تسهيلات مسكن
32051979696170482,تسه9904,اوراق حق تقدم استفاده از تسهيلات مسكن
49856142659693686,تسه9905,اوراق حق تقدم استفاده از تسهيلات مسكن
14027767200567014,تسه9906,اوراق حق تقدم استفاده از تسهيلات مسكن
43700005955291201,تسه9907,اوراق حق تقدم استفاده از تسهيلات مسكن
4901886287361309,تسه9908,اوراق حق تقدم استفاده از تسهيلات مسكن
12950089213578221,تسه9909,اوراق حق تقدم استفاده از تسهيلات مسكن
69882333653254165,تسه9910,اوراق حق تقدم استفاده از تسهيلات مسكن
33407851615887009,تسه9911,اوراق حق تقدم استفاده از تسهيلات مسكن
16164451491521441,تسه9912,اوراق حق تقدم استفاده از تسهيلات مسكن
67491163253346186,شصدفح,محصولات شيميايي
18007109712724189,آوا,صندوق سرمايه گذاري قابل معامله
57761388729898548,اوصتا,صندوق سرمايه گذاري قابل معامله
42927746927909254,اوصتا2,صندوق سرمايه گذاري قابل معامله
36592972482259020,آسام,صندوق سرمايه گذاري قابل معامله
71672399601682259,ثروتم,صندوق سرمايه گذاري قابل معامله
48338436353640514,ثروتم2,صندوق سرمايه گذاري قابل معامله
62012736978844991,دارا,صندوق سرمايه گذاري قابل معامله
71076372178147339,داريك,صندوق سرمايه گذاري قابل معامله
66818022341772870,اعتماد,صندوق سرمايه گذاري قابل معامله
13666407494621646,فراز,صندوق سرمايه گذاري قابل معامله
30282299500988269,آكورد,صندوق سرمايه گذاري قابل معامله
61218005473404311,آكورد2,صندوق سرمايه گذاري قابل معامله
36949187283827105,آكورد4,صندوق سرمايه گذاري قابل معامله
57728534324022361,گنجين,صندوق سرمايه گذاري قابل معامله
24869832924911721,آساميد,صندوق سرمايه گذاري قابل معامله
47101579271117172,دمعيار,صندوق سرمايه گذاري قابل معامله
65576885779918210,مدير,صندوق سرمايه گذاري قابل معامله
33887145736684266,آگاس,صندوق سرمايه گذاري قابل معامله
28788598290160782,الماس,صندوق سرمايه گذاري قابل معامله
11427939669935844,اطلس,صندوق سرمايه گذاري قابل معامله
2161110547458064,سپيدما,صندوق سرمايه گذاري قابل معامله
45205530868811305,صايند,صندوق سرمايه گذاري قابل معامله
22839330962768817,آتيمس,صندوق سرمايه گذاري قابل معامله
66682662312253625,آساس,صندوق سرمايه گذاري قابل معامله
69067576215760005,كاريس,صندوق سرمايه گذاري قابل معامله
59598536122397373,سخند,صندوق سرمايه گذاري قابل معامله
50139638026536387,زرين,صندوق سرمايه گذاري قابل معامله
57273529732791251,خموتور,خودرو و ساخت قطعات
22667016906590506,شبهرن,فراورده هاي نفتي، كك و سوخت هسته اي
23936607891892333,چافست,انتشار، چاپ و تکثير
35366681030756042,شبندر,فراورده هاي نفتي، كك و سوخت هسته اي
20560887114747719,كسرام,ساير محصولات كاني غيرفلزي
22787503301679573,كروي,استخراج کانه هاي فلزي
22903901709044823,ختراك,خودرو و ساخت قطعات
63481599728522324,ثشاهد,انبوه سازي، املاك و مستغلات
35964395659427029,قشكر,قند و شكر
67206358287598044,كهمدا,ساير محصولات كاني غيرفلزي
33808206014018431,سمازن,سيمان، آهك و گچ
68488673556087148,فپنتا,فلزات اساسي
11964419322927535,سرود,سيمان، آهك و گچ
47232550823972469,وتوكا,فلزات اساسي
36667862403660976,دسبحانح,مواد و محصولات دارويي
65004959184388996,فايرا,فلزات اساسي
55254206302462116,آپ,رايانه و فعاليت‌هاي وابسته به آن
17059960254855208,غبهنوش,محصولات غذايي و آشاميدني به جز قند و شكر
37281199178613855,سيدكو,سيمان، آهك و گچ
7183333492448248,وپخش,مواد و محصولات دارويي
5866848234665627,دسبحان,مواد و محصولات دارويي
408934423224097,فرآور,فلزات اساسي
39610074039667804,قرن,محصولات شيميايي
49373621277888271,وغدير2,شرکتهاي چند رشته اي صنعتي
27096851668435724,جم پيلن,محصولات شيميايي
62952165421099192,بالبر,ماشين آلات و دستگاه‌هاي برقي
18401147983387689,غپينو,محصولات غذايي و آشاميدني به جز قند و شكر
33892797747624170,ونوين2,بانكها و موسسات اعتباري
50185721305191887,ختور,خودرو و ساخت قطعات
45174198424472334,ولساپا,ساير واسطه گريهاي مالي
34673681828119297,فاما,ساخت محصولات فلزي
37204371816016200,وصندوق,شرکتهاي چند رشته اي صنعتي
41284516796232939,سهگمت,سيمان، آهك و گچ
59921975187856916,غشاذر,محصولات غذايي و آشاميدني به جز قند و شكر
8977369674477111,كطبس,استخراج زغال سنگ
11129387075131725,تملت,فعاليتهاي كمكي به نهادهاي مالي واسط
3846143218462419,افران,صندوق سرمايه گذاري قابل معامله
3622735179834649,امين يكم2,صندوق سرمايه گذاري قابل معامله
12277500298791438,فردا2,صندوق سرمايه گذاري قابل معامله
34718633636164421,كمند,صندوق سرمايه گذاري قابل معامله
43256212620530446,كبافق,استخراج کانه هاي فلزي
28328710198554144,وبوعلي,سرمايه گذاريها
33406621820337161,دجابر,مواد و محصولات دارويي
28864540805361867,فخوز,فلزات اساسي
26014913469567886,وغدير,شرکتهاي چند رشته اي صنعتي
62258804563636993,تكشا,ماشين آلات و تجهيزات
33931218652865616,ونفت,فراورده هاي نفتي، كك و سوخت هسته اي
14073782708315535,شنفت,فراورده هاي نفتي، كك و سوخت هسته اي
23719082605583820,شاراك2,محصولات شيميايي
6110133418282108,پارس,محصولات شيميايي
25514780181345713,وساخت,انبوه سازي، املاك و مستغلات
52220424531578944,سغرب,سيمان، آهك و گچ
3493306453706327,شوينده,محصولات شيميايي
28325731560106431,كساپا,ساير محصولات كاني غيرفلزي
13227300125161435,سصوفي,سيمان، آهك و گچ
68117765376081366,وتوس,انبوه سازي، املاك و مستغلات
4369934250728330,غزر,محصولات غذايي و آشاميدني به جز قند و شكر
25752723009842207,ديرانح,مواد و محصولات دارويي
40601326015230157,صخابر102,مخابرات
4614779520007780,كسرا,ساير محصولات كاني غيرفلزي
70270965300262393,البرز,بيمه وصندوق بازنشستگي به جزتامين اجتماعي
47333458678352378,وخاور,بانكها و موسسات اعتباري
70219663893822560,بكاب,ماشين آلات و دستگاه‌هاي برقي
2254054929817435,غدام,محصولات غذايي و آشاميدني به جز قند و شكر
62404730109947970,غكورش,محصولات غذايي و آشاميدني به جز قند و شكر
60610861509165508,حكشتي,حمل ونقل، انبارداري و ارتباطات
71744682148776880,ولصنم,ساير واسطه گريهاي مالي
51185499879934793,وسرضوي,سرمايه گذاريها
59607545337891226,پرداخت,رايانه و فعاليت‌هاي وابسته به آن
18063426072758458,وبهمن,سرمايه گذاريها
64701620739344512,افران2,صندوق سرمايه گذاري قابل معامله
45728383369147894,امين يكم,صندوق سرمايه گذاري قابل معامله
65023851436340574,كاردان,صندوق سرمايه گذاري قابل معامله
